link,image,name,price,original_price,promo,sales,rating,seller,location
https://www.tokopedia.com/madlessofficial/madless-work-jacket-boxy-fit-wj-01-outer-jaket-pria-1732322417448617302?extParam=ivf%3Dfalse%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,Madless | Work Jacket Boxy Fit | WJ 01 | Outer Jaket  Pria,Rp199.000,Rp410.000,51%,,,Madlesswear_NEW,Kab. Tangerang
https://www.tokopedia.com/mezzo-rise-in-art/mezzo-rise-in-art-boxy-work-jacket-domin-hitam-1729618150664799601?extParam=ivf%3Dtrue%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,MEZZO RISE IN ART Boxy Work Jacket - Domin Hitam,Rp167.700,Rp390.000,57%,750+ terjual,4.3,MEZZO RISE IN ART,Kab. Bogor
https://www.tokopedia.com/saico/sai-glycol-work-jacket-boxy-canvas-outer-shirt-1731436878088930628?extParam=ivf%3Dfalse%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,Sai - Glycol Work Jacket Boxy Canvas Outer Shirt,Rp188.000,Rp580.000,68%,,,SAI.CO,Kab. Bogor
https://www.tokopedia.com/hammerstout/hammerstout-thir-work-jacket-1729670726448548397?extParam=ivf%3Dfalse%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,Hammerstout - Thir - Work Jacket,Rp359.800,Rp529.000,32%,100+ terjual,4.8,HAMMERSTOUT,Bandung
https://www.tokopedia.com/shiningbright/shining-bright-light-corduroy-work-jacket-khaki-1730861915324385159?extParam=ivf%3Dfalse%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,Shining Bright Light Corduroy Work Jacket - Khaki,Rp260.878,Rp550.000,53%,30+ terjual,5.0,SHINING BRIGHT_NEW,Depok
https://www.tokopedia.com/evlsprtco/evilspirit-work-jacket-amorr-mocca-unisex-1731383325432120698?extParam=ivf%3Dfalse%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,EVILSPIRIT WORK JACKET - AMORR MOCCA UNISEX,Rp349.000,Rp599.000,42%,9 terjual,5.0,EVILSPIRITCO,Tangerang
https://www.tokopedia.com/johnnyandjoy/johnny-and-joy-jacket-insider-work-jacket-jaket-kerja-semi-formal-hitam-s-988e1?extParam=ivf%3Dfalse%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,Johnny and Joy Jacket Insider - Work Jacket Jaket Kerja Semi Formal,Rp337.500,Rp450.000,25%,11 terjual,4.5,JohnnyandJoy,Kab. Bandung Barat
https://www.tokopedia.com/breaksidestore/free-box-breakside-work-jacket-boxy-fit-happy-black-1732050666358015174?extParam=ivf%3Dfalse%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,[FREE BOX] Breakside Work Jacket Boxy Fit Happy - Black,Rp317.500,Rp469.000,32%,8 terjual,,breaksidestore,Kab. Bandung
https://www.tokopedia.com/saico/sai-positive-state-work-jacket-boxy-canvas-zipper-santai-1729858687676942660?extParam=ivf%3Dfalse%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,Sai - Positive State Work Jacket Boxy Canvas Zipper Santai,Rp205.000,Rp750.000,73%,2 terjual,,SAI.CO,Kab. Bogor
https://www.tokopedia.com/croozid/crooz-dakota-work-jacket-heavyweight-10-oz-grey-m-b2943?extParam=ivf%3Dfalse%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,CROOZ DAKOTA WORK JACKET | HEAVYWEIGHT 10 OZ | GREY,Rp350.000,Rp835.000,58%,5 terjual,5.0,CROOZ.ID,Jakarta Selatan
https://www.tokopedia.com/vearstofficial/vearst-affaires-work-jacket-xena-olive-1730886498197800084?extParam=ivf%3Dfalse%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,Vearst Affaires Work Jacket Xena Olive Zipper,Rp263.400,Rp439.000,40%,1 terjual,,Vearst Shop,Bandung
https://www.tokopedia.com/saico/sai-universe-work-jacket-canvas-hitam-1729712928829835588?extParam=ivf%3Dfalse%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,Sai - Universe Work Jacket Canvas Hitam,Rp258.000,Rp750.000,66%,5 terjual,5.0,SAI.CO,Kab. Bogor
https://www.tokopedia.com/jeensneakers-1/work-jacket-vintage-pria-jacket-vintage-distro-canvas-jacket-pria-wanita-jacket-jeen-original-1730284987737474542?extParam=ivf%3Dfalse%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,Work Jacket Vintage Pria - Jacket Vintage Distro Canvas - Jacket Pria Wanita - Jacket Jeen Original,Rp234.000,Rp390.000,40%,10 terjual,5.0,JEEN SNEAKERS,Blitar
https://www.tokopedia.com/johnnyandjoy/johnny-and-joy-jacket-insider-black-work-jacket-jaket-kerja-semi-formal-hitam-s-cb776?extParam=ivf%3Dfalse%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,Johnny and Joy Jacket Insider Black - Work Jacket Jaket Kerja Semi Formal,Rp337.500,Rp450.000,25%,11 terjual,5.0,JohnnyandJoy,Kab. Bandung Barat
https://www.tokopedia.com/fairgoodsid/fairgoods-work-jacket-boxy-black-1730735466471720145?extParam=ivf%3Dfalse%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,Fairgoods Work Jacket Boxy Black,Rp185.000,Rp400.000,54%,60+ terjual,3.7,fairgoods.id,Kab. Bogor
https://www.tokopedia.com/saico/sai-alisson-work-jacket-boxy-bomber-jacket-black-zipper-1730748806932628804?extParam=ivf%3Dfalse%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,Sai - Alisson Work Jacket Boxy Bomber Jacket  Black Zipper,Rp267.000,Rp750.000,64%,9 terjual,4.0,SAI.CO,Kab. Bogor
https://www.tokopedia.com/saico/sai-co-afterglow-corduroy-zipper-jacket-work-jacket-polos-1729661065886468420?extParam=ivf%3Dfalse%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,SAI.CO - Afterglow Corduroy Zipper Jacket Work Jacket Polos,Rp178.000,Rp380.000,53%,40+ terjual,4.9,SAI.CO,Kab. Bogor
https://www.tokopedia.com/vicino-leggero/vicino-leggero-work-jacket-boxy-basic-polos-jaket-boxy-basic-polos-unisex-hitam-1731345602095187062?extParam=ivf%3Dfalse%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,Vicino Leggero work jacket boxy basic polos - jaket boxy basic polos unisex hitam,Rp180.000,Rp400.000,55%,19 terjual,3.8,Vicino Leggero,Kab. Bogor
https://www.tokopedia.com/eternalworks/jaket-pria-eternalworks-rocky-field-jacket-green-jaket-parka-s?extParam=ivf%3Dfalse%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,ETERNALWORKS ROCKY FIELD JACKET GREEN - JAKET PARKA,Rp296.650,Rp349.000,15%,250+ terjual,4.9,Eternalworks,Kab. Bandung
https://www.tokopedia.com/shiningbright/shining-bright-home-work-jacket-navy-m-f078c?extParam=ivf%3Dfalse%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,Shining Bright Home Work Jacket - Navy,Rp215.878,Rp450.000,52%,17 terjual,5.0,SHINING BRIGHT_NEW,Depok
https://www.tokopedia.com/safeindustries/safeindustries-jaket-work-13-brown-1730806799236957773?extParam=ivf%3Dfalse%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/73fe07194f0d4865b43b1ec6bfc18b7d~.jpeg.webp?ect=4g,SAFEINDUSTRIES Jaket Work 13 Brown,Rp449.650,Rp529.000,15%,1 terjual,,Safeindustries,Bandung
https://www.tokopedia.com/madlessofficial/madless-work-jacket-boxy-fit-wj-01-outer-jaket-pria-1732322417448617302?extParam=ivf%3Dfalse%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/9c39827ce31f44e781716eb5847c7ca3~.jpeg.webp?ect=4g,Madless | Work Jacket Boxy Fit | WJ 01 | Outer Jaket  Pria,Rp199.000,Rp410.000,51%,,,Madlesswear_NEW,Kab. Tangerang
https://www.tokopedia.com/mezzo-rise-in-art/mezzo-rise-in-art-boxy-work-jacket-domin-hitam-1729618150664799601?extParam=ivf%3Dtrue%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/c4710a0ad7cb4b56922ce2a6d1b679c9~.jpeg.webp?ect=4g,MEZZO RISE IN ART Boxy Work Jacket - Domin Hitam,Rp167.700,Rp390.000,57%,750+ terjual,4.3,MEZZO RISE IN ART,Kab. Bogor
https://www.tokopedia.com/saico/sai-glycol-work-jacket-boxy-canvas-outer-shirt-1731436878088930628?extParam=ivf%3Dfalse%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/4527e0634ab64bd8ab36bac6fa76faab~.jpeg.webp?ect=4g,Sai - Glycol Work Jacket Boxy Canvas Outer Shirt,Rp188.000,Rp580.000,68%,,,SAI.CO,Kab. Bogor
https://www.tokopedia.com/hammerstout/hammerstout-thir-work-jacket-1729670726448548397?extParam=ivf%3Dfalse%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/o3syd0/1997/1/1/47e6ab614b614333964bd57afc882c50~.jpeg.webp?ect=4g,Hammerstout - Thir - Work Jacket,Rp359.800,Rp529.000,32%,100+ terjual,4.8,HAMMERSTOUT,Bandung
https://www.tokopedia.com/shiningbright/shining-bright-light-corduroy-work-jacket-khaki-1730861915324385159?extParam=ivf%3Dfalse%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/a2d6bc8ab8804d42a101d7b95f75ed58~.jpeg.webp?ect=4g,Shining Bright Light Corduroy Work Jacket - Khaki,Rp260.878,Rp550.000,53%,30+ terjual,5.0,SHINING BRIGHT_NEW,Depok
https://www.tokopedia.com/evlsprtco/evilspirit-work-jacket-amorr-mocca-unisex-1731383325432120698?extParam=ivf%3Dfalse%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/o3syd0/1997/1/1/072f88c7bf2741b69d77a1d30c873068~.jpeg.webp?ect=4g,EVILSPIRIT WORK JACKET - AMORR MOCCA UNISEX,Rp349.000,Rp599.000,42%,9 terjual,5.0,EVILSPIRITCO,Tangerang
https://www.tokopedia.com/johnnyandjoy/johnny-and-joy-jacket-insider-work-jacket-jaket-kerja-semi-formal-hitam-s-988e1?extParam=ivf%3Dfalse%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/15/e3db3cd2-3f8e-4415-933a-54c8b023b77f.jpg.webp?ect=4g,Johnny and Joy Jacket Insider - Work Jacket Jaket Kerja Semi Formal,Rp337.500,Rp450.000,25%,11 terjual,4.5,JohnnyandJoy,Kab. Bandung Barat
https://www.tokopedia.com/breaksidestore/free-box-breakside-work-jacket-boxy-fit-happy-black-1732050666358015174?extParam=ivf%3Dfalse%26keyword%3Dwork+jacket%26search_id%3D2025091411251537BC2F75BF1BCF15FLTN%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/6babfbfef95047389b7134486325d9d4~.jpeg.webp?ect=4g,[FREE BOX] Breakside Work Jacket Boxy Fit Happy - Black,Rp317.500,Rp469.000,32%,8 terjual,,breaksidestore,Kab. Bandung
